transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,is_valid,suspicious_amount,is_duplicate,invalid_sender_iban,invalid_receiver_iban,is_future
c6c8329a-6265-42ce-a6bf-cd2c1e99d7a3,2025-06-29 15:13:00,28412.09,SEK,SE8902MSYM87908445878247,SE8902JOUY80486050372530,Sweden,Karlskoga,Sweden,Kristianstad,incoming,,True,False,False,False,False,True
7ed7f622-6f03-4b93-96fb-15f1cd1c5da3,2025-10-27 22:50:00,20952.46,SEK,SE8902TYLT40345582138055,SE8902FEBM25264070631694,Sweden,Kristianstad,Sweden,Luleå,incoming,Consulting fee,True,False,False,False,False,True
f2c679da-baa7-4046-b5e4-4a196561cb2d,2026-03-25 17:35:00,5596.21,SEK,SE8902KRPD58171276583171,SE8902CAWA90390066376868,Sweden,Stockholm,Sweden,Stockholm,outgoing,Online purchase,True,False,False,False,False,True
e5cd6ac5-df13-42be-8b83-f7fa08d0813e,2025-10-24 00:02:00,46602.85,SEK,SE8902ADUP42656009488269,SE8902PDGJ32018551228361,Sweden,Gävle,Sweden,Trelleborg,incoming,,True,False,False,False,False,True
22b89fc0-1c61-4988-a3d7-e755bdfd056d,2025-11-29 08:17:00,35363.59,SEK,SE8902JAGM21136886702516,SE8902STOV95749162393764,Sweden,Linköping,Sweden,Karlskoga,incoming,Utility bill,True,False,False,False,False,True
2bd700cd-199d-478e-b7c4-97687a8acfef,2025-11-24 09:43:00,34493.02,SEK,SE8902QOCB42246763060437,SE8902BOMC33907949835030,Sweden,Skövde,Sweden,Helsingborg,incoming,Utility bill,True,False,False,False,False,True
d658c1cd-181f-4e75-90de-3e7550d858fe,2025-07-17 23:35:00,355.41,SEK,SE8902JOUY80486050372530,SE8902MBHI25416661313721,Sweden,Motala,Sweden,Växjö,incoming,Rent transfer,True,False,False,False,False,True
e311df68-fac4-49fa-9f96-dcead946489b,2026-04-19 13:33:00,15922.51,SEK,SE8902MSYM87908445878247,SE8902VNVB26444807190551,Sweden,Sundsvall,Sweden,Lund,incoming,Rent transfer,True,False,False,False,False,True
0182c320-14e0-48e2-90f8-ff71eaf3baf6,2025-06-21 16:54:00,23809.96,SEK,SE8902KCPY87115608421695,SE8902TTPM98746572032527,Sweden,Trelleborg,Sweden,Ängelholm,outgoing,,True,False,False,False,False,True
49fc9810-db46-4284-bd4f-e0beab48fd85,2025-09-24 09:20:00,14711.85,SEK,SE8902LOMD27700424580738,SE8902UNAS99261172805475,Sweden,Norrköping,Sweden,Jönköping,outgoing,Online purchase,True,False,False,False,False,True
dcd25424-9bda-40a7-9a94-418dcca53fed,2025-06-17 05:22:00,24796.65,SEK,SE8902AVLH25460864385567,SE8902WSMI87979653368068,Sweden,Lidköping,Sweden,Helsingborg,incoming,Insurance payout,True,False,False,False,False,True
52f3edb4-3eff-411e-8a0a-b25b0db1366d,2025-07-21 02:44:00,49213.79,SEK,SE8902VNXY53570139577836,SE8902NARF82423087494951,Sweden,Sandviken,Sweden,Borlänge,outgoing,Salary payment,True,False,False,False,False,True
2a1da943-5b3c-4ba9-82f3-923ae9e3a26b,2026-01-02 13:30:00,6349.47,SEK,SE8902MUUZ43000365207938,SE8902CESP64404653553503,Sweden,Trollhättan,Sweden,Göteborg,outgoing,Salary payment,True,False,False,False,False,True
f067772d-587b-44e7-b8fc-a8c4c3ee157c,2025-12-26 04:13:00,41847.38,SEK,SE8902HKBI84934785348509,SE8902TIKJ28529081186459,Sweden,Sundsvall,Sweden,Karlstad,incoming,Mobile recharge,True,False,False,False,False,True
ada71003-70b7-4237-90a6-154d3f7c8d45,2025-06-14 23:32:00,18854.92,SEK,SE8902LABO06656289958645,SE8902EYMA71424100155624,Sweden,Norrköping,,Linköping,outgoing,Freelance project payment,True,False,False,False,False,True
52d1ba61-c22b-431d-9a70-cf9cca9bac65,2025-07-05 01:42:00,21326.08,SEK,SE8902TYLT40345582138055,SE8902FIPA10724498284430,Sweden,Umeå,Sweden,Piteå,incoming,,True,False,False,False,False,True
ee30c9ad-165b-4ca2-b0c9-dc06834f48cf,2026-02-06 06:39:00,1213.62,SEK,SE8902CTTQ01840451140837,SE8902GEMZ32337979772633,Sweden,Helsingborg,Sweden,Motala,outgoing,Gift to family member,True,False,False,False,False,True
99f3bc79-84c7-4ccd-a77e-33557cb01826,2025-06-09 21:02:00,49415.69,SEK,SE8902GGKR42392585018307,SE8902ZLSU38152589670591,Sweden,Lidköping,Sweden,Karlskrona,outgoing,Rent transfer,True,False,False,False,False,True
63078060-6da8-41d1-86aa-cf4d9bdcfc00,2025-08-23 11:10:00,30209.27,SEK,SE8902OMHQ61023228616959,SE8902YWMN91464587881536,Sweden,Skövde,Sweden,Jönköping,incoming,Tax refund,True,False,False,False,False,True
67cd8b35-5890-4905-8740-b0095b5e4d0c,2025-10-04 05:23:00,15397.28,SEK,SE8902PZOD95284482487556,SE8902LUXI87913376055346,Sweden,Jönköping,Sweden,Lidingö,incoming,Subscription fee,True,False,False,False,False,True
a42c3714-4a4e-4ceb-a699-cc7985ac8a5e,2025-11-16 03:55:00,29467.14,SEK,SE8902OVIG64386314960609,SE8902BUUS78555061869317,Sweden,Umeå,Sweden,Norrköping,incoming,Mobile recharge,True,False,False,False,False,True
bbdb51e5-71b9-4b26-b799-268e8da62886,2026-01-14 17:24:00,14566.3,SEK,SE8902WOOQ92936756940323,SE8902ZHVV98111521012860,Sweden,Sandviken,Sweden,Umeå,outgoing,Utility bill,True,False,False,False,False,True
382b4a40-df91-4caf-842c-5840d39a19e8,2026-03-23 21:49:00,19714.86,SEK,SE8902JQLI89762328252714,SE8902XOPN50088541621716,Sweden,Trelleborg,Sweden,Uddevalla,outgoing,Freelance project payment,True,False,False,False,False,True
9ac35cde-57d9-4669-8a4f-70ec4a9e9a41,2025-12-13 20:59:00,12946.27,SEK,SE8902KXIU12156687445452,SE8902KXQZ51570419970356,Sweden,Lidköping,Sweden,Karlstad,outgoing,Salary payment,True,False,False,False,False,True
92d367a5-bb46-4d90-92a5-421d8e3aafcd,2025-12-06 19:50:00,15814.75,SEK,SE8902IFTV45914273013389,SE8902FGVT78270418758930,Sweden,Varberg,Sweden,Eskilstuna,outgoing,Subscription fee,True,False,False,False,False,True
3f151bd9-114c-4e34-ab0c-cbd39e3da0eb,2025-06-24 04:00:00,868.65,SEK,SE8902YIDX90394480287854,SE8902CCJB36121184455364,Sweden,Växjö,Sweden,Lund,incoming,Subscription fee,True,False,False,False,False,True
430ab1b0-dc63-47ab-a1e8-fce7fe0d9728,2025-11-20 05:53:00,3269.76,SEK,SE8902OYPA21905833997575,SE8902TIZR68347778757471,Sweden,Sundsvall,Sweden,Lund,incoming,,True,False,False,False,False,True
18515636-153e-48df-b915-21f23e4685fe,2025-10-27 08:56:00,18915.9,SEK,SE8902WOOQ92936756940323,SE8902YIDX90394480287854,Sweden,Falun,Sweden,Lidingö,outgoing,Rent transfer,True,False,False,False,False,True
51c471ae-2d0a-4708-aa10-0ee29e5a9cfd,2026-02-14 21:44:00,16027.03,SEK,SE8902ZMTT64634848144751,SE8902SEZT63377163386089,Sweden,Lund,Sweden,Lidköping,incoming,Freelance project payment,True,False,False,False,False,True
1e5686ea-2565-424b-b659-a67aef908690,2026-01-25 02:08:00,14266.87,SEK,SE8902ZQHA53957175041781,SE8902FVVV61614688034328,Sweden,Mölndal,Sweden,Gävle,incoming,Loan repayment,True,False,False,False,False,True
419cc80f-f46a-44c0-84f8-b68155df4d1a,2025-12-25 20:14:00,49841.96,SEK,SE8902TYLT40345582138055,SE8902KVVI97729921023785,Sweden,Västerås,Sweden,Västerås,incoming,Gift to family member,True,False,False,False,False,True
7abeb775-094b-4046-83a0-094e81e2c5ac,2025-10-23 23:34:00,45720.01,SEK,SE8902WDFV26201172115898,SE8902KKNI73122844462664,Sweden,Linköping,Sweden,Uddevalla,incoming,Utility bill,True,False,False,False,False,True
7b79172f-d53f-4611-8c6d-9198b30b55e0,2025-06-16 11:39:00,23778.97,SEK,SE8902KLID41042863819347,SE8902WDFV26201172115898,Sweden,Östersund,Sweden,Västerås,incoming,Gift to family member,True,False,False,False,False,True
58eba1ff-618c-4525-b5b5-dede2983717c,2025-10-02 21:11:00,7691.06,SEK,SE8902NICP68801229126142,SE8902PYFF43584356710088,Sweden,Ängelholm,Sweden,Landskrona,incoming,Tax refund,True,False,False,False,False,True
2a8102db-952e-43f7-bbe5-8149bed6e53c,2026-04-15 16:32:00,18138.65,SEK,SE8902YVIK70415315075844,SE8902KYCA60096331052021,Sweden,Helsingborg,Sweden,Lidingö,incoming,Loan repayment,True,False,False,False,False,True
b00faa1c-16be-4ecc-b11d-695434b5011f,2025-07-24 05:48:00,47983.45,SEK,SE8902EFHS85453059184413,SE8902HZCR79182239930135,Sweden,Örebro,Sweden,Göteborg,incoming,,True,False,False,False,False,True
a67886c8-5f7b-4b0c-8dae-32ae1b8408e5,2025-06-24 01:38:00,36112.03,SEK,SE8902WAUN43737771587933,SE8902RJTH18457848498362,Sweden,Luleå,Sweden,Mölndal,incoming,Utility bill,True,False,False,False,False,True
4917db65-fcf3-447b-a319-cffa53caa43c,2025-08-11 01:58:00,5757.86,SEK,SE8902DGQN19511874636720,SE8902EQSL10450522788361,Sweden,Luleå,Sweden,Halmstad,incoming,Rent transfer,True,False,False,False,False,True
3bcc19de-b7e3-4815-b57e-2d41f254d9e7,2025-09-09 22:45:00,14722.47,SEK,SE8902BJON09518259687429,SE8902JYGS54214996159876,Sweden,Gävle,Sweden,Jönköping,incoming,Gift to family member,True,False,False,False,False,True
4493381e-91bf-4fab-84ba-abc2d6a2d8e2,2026-01-23 16:56:00,5862.9,SEK,SE8902FKGP51300951110508,SE8902BQMD08495656622319,Sweden,Växjö,Sweden,Malmö,incoming,Online purchase,True,False,False,False,False,True
ff5dd3c3-b952-4797-97e4-1d2cf7ec336e,2026-03-19 19:54:00,10687.2,SEK,SE8902LZQY92721481049992,SE8902SBJA55969190091622,Sweden,Piteå,Sweden,Karlstad,incoming,Rent transfer,True,False,False,False,False,True
21ef1079-e467-4b31-81d7-c5356d1dcea0,2025-12-16 16:19:00,42296.32,SEK,SE8902KVAK28917629294820,SE8902ASTC98288493218479,Sweden,Skövde,Sweden,Växjö,outgoing,Rent transfer,True,False,False,False,False,True
71abe755-2210-4070-a3b8-3f1f12c94f6c,2025-12-25 05:18:00,49427.16,SEK,SE8902XRXK08656402257731,SE8902YXBY15728996594686,Sweden,Karlskoga,Sweden,Örnsköldsvik,outgoing,Rent transfer,True,False,False,False,False,True
ba33b76b-4411-44aa-83ce-a9604fb08256,2025-11-23 13:24:00,22376.52,SEK,SE8902DXCQ82477858496825,SE8902SVOJ32793267590900,Sweden,Göteborg,Sweden,Piteå,outgoing,Rent transfer,True,False,False,False,False,True
9893eaee-fd35-4463-baea-4d1e452585ee,2026-01-25 01:54:00,19696.02,SEK,SE8902GSEI15741490053824,SE8902HZDD35456836189006,Sweden,Kristianstad,Sweden,Helsingborg,outgoing,Reimbursement for travel,True,False,False,False,False,True
d38b4d98-3b5b-4987-8c3a-10ac24de868d,2026-02-05 02:15:00,32793.77,SEK,SE8902GPOD99006338563817,SE8902OYJT34170407089732,Sweden,Nyköping,Sweden,Helsingborg,outgoing,Utility bill,True,False,False,False,False,True
aa46641e-5bf7-483d-a05b-35ba3fcad5af,2025-08-28 05:05:00,7698.42,SEK,SE8902LVXU45645431379058,SE8902LVSV80931232568079,Sweden,Falun,Sweden,Södertälje,outgoing,Subscription fee,True,False,False,False,False,True
88d253e2-9a71-486e-b3fd-70d352abad1f,2025-06-04 08:18:00,30073.37,SEK,SE8902ZMJW13591262733635,SE8902NVQD71265390083232,Sweden,Sandviken,Sweden,Varberg,outgoing,Subscription fee,True,False,False,False,False,True
685dd8de-a1bc-457a-9c5f-b611c74624ee,2025-06-25 14:44:00,28465.7,SEK,SE8902XVZB53807385574494,SE8902VHUN70101140465022,Sweden,Alingsås,Sweden,Mölndal,outgoing,Loan repayment,True,False,False,False,False,True
cc8a8f35-32df-4a09-baa7-9d3ae0846347,2026-02-13 03:23:00,31031.16,SEK,SE8902IXHL99399105932501,SE8902XHOB54363241632446,Sweden,Uppsala,Sweden,Kristianstad,outgoing,Loan repayment,True,False,False,False,False,True
d1ba94b3-5d81-4af8-82de-09a8db3060c0,2025-08-11 22:46:00,18493.16,SEK,SE8902ONRA48891921866606,SE8902DCOL79443022999607,Sweden,Alingsås,Sweden,Norrköping,outgoing,Freelance project payment,True,False,False,False,False,True
35d24d33-e0f1-442a-b418-3b3d14fc5f41,2025-05-31 15:05:00,46042.55,SEK,SE8902IMVA62076292607481,SE8902TUHP45975930667327,Sweden,Karlstad,Sweden,Gävle,outgoing,Rent transfer,True,False,False,False,False,True
1e0da47d-392a-4c1a-bfd9-6493cc604151,2025-12-27 21:15:00,16120.47,SEK,SE8902XWWW09616108807673,SE8902JQLI89762328252714,Sweden,Trelleborg,Sweden,Karlskrona,incoming,Mobile recharge,True,False,False,False,False,True
f6f85247-636c-4f56-be48-2adc95f7d5d9,2026-02-08 06:08:00,27042.05,SEK,SE8902HPSF83946072962127,SE8902TAHT06914345447156,Sweden,Trelleborg,Sweden,Borås,outgoing,Online purchase,True,False,False,False,False,True
4a75fd69-4d20-44fb-b341-941f34c4642f,2025-09-17 20:09:00,19114.24,SEK,SE8902FIYI65713456085419,SE8902UYJX99302103272039,Sweden,Trollhättan,Sweden,Östersund,incoming,Loan repayment,True,False,False,False,False,True
b8db3fcf-8f1a-47a6-af57-2091636c2cef,2025-11-12 01:36:00,41348.45,SEK,SE8902IFPV72140679061770,SE8902MJKW35393419370907,Sweden,Borlänge,Sweden,Piteå,incoming,Tax refund,True,False,False,False,False,True
7bf1000a-5c9d-41a8-8d35-c04515e48453,2025-12-19 17:15:00,37475.55,SEK,SE8902ZLVI45179367688001,SE8902CCJB36121184455364,Sweden,Piteå,Sweden,Göteborg,outgoing,Salary payment,True,False,False,False,False,True
75702310-4666-454d-8acb-11e3580379cd,2025-10-14 23:33:00,43237.96,SEK,SE8902YKYW41454254853013,SE8902OYPA21905833997575,Sweden,Piteå,Sweden,Luleå,incoming,Freelance project payment,True,False,False,False,False,True
2d12b6ad-52ba-495b-af6d-9c444426b049,2025-07-31 12:36:00,12819.3,SEK,SE8902URHJ34985941724410,SE8902HHIF82963758493406,Sweden,Sundsvall,Sweden,Nyköping,incoming,Gift to family member,True,False,False,False,False,True
1b0bea1b-3841-4a51-a8ab-e8555724d646,2026-03-24 06:15:00,13365.72,SEK,SE8902ETKQ88425525618595,SE8902SSPJ00701476972617,Sweden,Uppsala,Sweden,Jönköping,incoming,Loan repayment,True,False,False,False,False,True
07f46218-142f-4871-ac0b-61da8d2870f0,2026-03-20 00:24:00,25612.07,SEK,SE8902CUPW43936580619697,SE8902EXDO77351409949930,Sweden,Östersund,Sweden,Lidingö,incoming,Tax refund,True,False,False,False,False,True
f0f3e949-5063-4ce0-8156-e6a7bcf60949,2026-02-03 06:57:00,17081.81,SEK,SE8902BMSI04092242487168,SE8902XPGP64746722412276,Sweden,Motala,Sweden,Lidingö,incoming,Subscription fee,True,False,False,False,False,True
8731f96a-aeda-4350-a189-bf8a473d4574,2025-10-12 22:25:00,24622.64,EUR,GB10ULMD72862561481126,SE8902UEXU77157980119965,Finland,Raahe,Sweden,Piteå,incoming,Loan repayment,True,False,False,True,False,True
68cb7336-b193-46ef-891f-dc03a0b62258,2025-07-22 06:08:00,3389.73,SEK,GB65HASZ67993579479231,SE8902HHTW03964446259862,Sweden,Lidköping,Sweden,Sandviken,outgoing,Reimbursement for travel,True,False,False,True,False,True
97e0db5e-33f5-4415-aec0-6d32ff1a087c,2025-08-04 16:51:00,25341.55,SEK,GB86UMQF81163380651466,SE8902OLCS47824775776058,Sweden,,Sweden,Nyköping,incoming,Rent transfer,True,False,False,True,False,True
618ecfe9-efee-47b0-a139-eed2c6dc8062,2026-01-17 19:51:00,47624.23,SEK,SE8902ONEQ83766006335630,GB25UPJD06650602747331,Sweden,Trelleborg,Bolivia,Katherineton,incoming,Consulting fee,True,False,False,False,True,True
8d5dfcbd-680f-486e-9a1d-46568336a986,2025-10-24 05:54:00,43321.87,USD,GB28HDNA97658557663924,SE8902BOSB65998671974197,Antarctica (the territory South of 60 deg S),Edwardtown,Sweden,Karlstad,outgoing,Mobile recharge,True,False,False,True,False,True
29e74490-f8d3-4908-8b83-8252e2c3f167,2025-10-02 05:02:00,44374.2,SEK,SE8902IFPV72140679061770,GB63NAVN74183282278681,Sweden,Västerås,Slovenia,Kristenborough,incoming,Utility bill,True,False,False,False,True,True
4f9f81f9-3172-477f-acd1-5a9fe4dc40a8,2025-11-09 22:06:00,37754.48,SEK,SE8902DRLW66965762909337,GB66DWBJ95829232541591,Sweden,Norrköping,Saint Kitts and Nevis,Bethburgh,outgoing,,True,False,False,False,True,True
51ec42a8-148e-43bd-a157-d60a7e85d7ef,2025-06-19 07:25:00,28440.11,SEK,GB61DKWW56136167000866,SE8902BMPQ91677548950599,Sweden,Halmstad,Sweden,Nyköping,incoming,Tax refund,True,False,False,True,False,True
3f26e514-4741-4983-a0b5-3d976f9434c7,2025-07-04 00:44:00,11774.63,USD,GB15XVGU80789261088388,SE8902BJON09518259687429,India,Jennifertown,Sweden,Sandviken,outgoing,Gift to family member,True,False,False,True,False,True
28543828-e730-4523-b672-2e38d5f75b2c,2025-06-07 17:34:00,34569.23,SEK,SE8902KYLZ91691163898855,GB61PSLF79518847118034,Sweden,Örnsköldsvik,Sweden,Östersund,outgoing,Consulting fee,True,False,False,False,True,True
82ae78bb-8e61-42aa-8df4-8da0c9a0a60b,2025-09-08 01:16:00,6956.6,SEK,SE8902VKKZ33314704720446,GB09LROY50420917490135,Sweden,Nyköping,Norway,Anettesjøen,outgoing,Subscription fee,True,False,False,False,True,True
a20321ed-e4ce-40c3-a841-3932f4d54b72,2025-11-14 05:05:00,26706.15,USD,GB87YAYE19311045884807,SE8902UKZH07614450394210,Lao People's Democratic Republic,Mejiastad,Sweden,Trollhättan,outgoing,Payment for invoice #6592,True,False,False,True,False,True
df407419-deb1-421c-96e2-a0e5a8f035bd,2026-02-05 11:57:00,18848.77,SEK,GB16NCWA47095988394945,SE8902AJUH85251795941386,Sweden,Stockholm,Sweden,Kristianstad,outgoing,Insurance payout,True,False,False,True,False,True
b9ec031b-62ee-4fc3-b1fb-7df79284b285,2025-10-19 20:32:00,31853.23,SEK,SE8902GCRY80045789473621,GB54JZOS64023317727692,Sweden,Örnsköldsvik,Sweden,Jönköping,incoming,Consulting fee,True,False,False,False,True,True
b7e3cb9d-5d89-4465-8250-1b7703fec1fa,2025-09-09 02:03:00,30763.87,USD,GB20KMHS17810048019127,SE8902FCSW95176136252838,Dominica,Port Shelbychester,Sweden,Skellefteå,incoming,Mobile recharge,True,False,False,True,False,True
cecdfb79-5f5f-403e-a2a2-81d30cda9bd4,2025-12-23 05:15:00,34854.84,SEK,SE8902SVRR14245541362131,GB56KORC45875652738818,Sweden,Jönköping,Trinidad and Tobago,Nashland,outgoing,Rent transfer,True,False,False,False,True,True
9b89468e-1701-49d5-a71b-cfbb3677f1f5,2025-06-03 04:45:00,25486.36,SEK,SE8902FOBQ79093635241485,GB83FYSX21396477288587,Sweden,Ängelholm,Sweden,Varberg,incoming,Freelance project payment,True,False,False,False,True,True
fa46d1ec-a4af-4bec-b210-fb2036b30e12,2025-12-18 07:34:00,45237.18,SEK,GB02WFNC39165831500192,SE8902HPSF83946072962127,Sweden,Linköping,Sweden,Gävle,outgoing,Consulting fee,True,False,False,True,False,True
0b025de6-73f6-490d-b86d-f3d10e4c4365,2025-10-24 12:57:00,7818.42,SEK,SE8902KJOF66901288434847,GB45IUNY12473862891694,Sweden,Östersund,Sweden,Helsingborg,incoming,Rent transfer,True,False,False,False,True,True
2741d669-7821-4e5b-a6ed-4bfe05a46b77,2025-08-27 02:51:00,10803.3,SEK,GB32LMNV64200910756249,SE8902XIMR45726412027481,Sweden,Umeå,Sweden,Göteborg,outgoing,Mobile recharge,True,False,False,True,False,True
cb3145d3-9d9e-4d59-ab45-67764cc65bce,2026-01-06 13:15:00,29248.87,SEK,GB54QJBU40273432678936,SE8902HPFQ34725635471792,Sweden,Falun,Sweden,Östersund,outgoing,Tax refund,True,False,False,True,False,True
da020eb8-8b5f-4606-935b-04015af28532,2025-12-11 00:13:00,12921.25,SEK,SE8902IRAV26677525304054,GB21OLQO29084794357249,Sweden,Ängelholm,Honduras,Jessicahaven,incoming,Mobile recharge,True,False,False,False,True,True
7be967d7-dd7b-4b59-8d0e-41a2e0bb076e,2025-10-29 09:59:00,40953.59,USD,GB30JLXH54935512053519,SE8902KGZA81337359607414,Gambia,New James,Sweden,Mölndal,outgoing,Loan repayment,True,False,False,True,False,True
7e42daaf-7b7f-46c7-9464-b9170baa84a7,2026-01-13 04:47:00,43563.1,SEK,SE8902MJGO82608964017389,GB56HBTD50756373833893,Sweden,Borås,Mongolia,Jennifershire,incoming,Mobile recharge,True,False,False,False,True,True
0deaf415-5ae2-4597-80fe-fe408afd60fd,2025-11-28 21:43:00,28425.65,SEK,SE8902LOLQ30361773270969,GB84RQEV83436437651689,Sweden,Motala,Sweden,Piteå,outgoing,,True,False,False,False,True,True
b78585aa-03e4-406c-8570-608fe4bab9a8,2025-08-25 08:24:00,16176.85,SEK,SE8902GPEX80518454024672,GB62AWYJ37164155194692,Sweden,Stockholm,Sweden,Malmö,incoming,Rent transfer,True,False,False,False,True,True
74f4f254-bcd3-4926-b391-9fc6bae76606,2026-04-08 11:51:00,37154.54,SEK,SE8902MAFK91613138529780,GB54CQQA07940049225294,Sweden,Kristianstad,Sweden,Varberg,outgoing,Loan repayment,True,False,False,False,True,True
8269e3cc-af59-4f37-8777-871e10d09d98,2025-10-18 16:37:00,27656.49,SEK,GB70QQKM90435495689231,SE8902FTQH91546456005449,Sweden,Karlstad,Sweden,Uppsala,incoming,,True,False,False,True,False,True
dcc449e7-3c37-49bc-99c9-dcbefd17c4c1,2026-01-04 10:23:00,40890.43,SEK,GB54LDIL24888716798182,SE8902FBWR45134219538438,Sweden,Örebro,Sweden,Nyköping,incoming,Freelance project payment,True,False,False,True,False,True
8e75b88c-9db4-4fed-9517-d3caa5d086e8,2025-08-24 05:38:00,13576.56,EUR,GB44JUYL26264769008454,SE8902PBYT31821212795892,Finland,Isokyrö,Sweden,Norrköping,incoming,Loan repayment,True,False,False,True,False,True
f65ac6d4-462e-496c-b20c-2fcfae9ad5ce,2026-01-29 14:08:00,13854.84,SEK,SE8902HZCR79182239930135,GB66CUCY89626550739227,Sweden,Malmö,Sweden,Linköping,incoming,Freelance project payment,True,False,False,False,True,True
3e34f66b-c41a-4301-b6fe-c8f8bed39703,2025-10-12 13:41:00,30169.21,SEK,GB31DJJF80240091157270,SE8902APAY62987238625378,Sweden,Gävle,Sweden,Örnsköldsvik,outgoing,Utility bill,True,False,False,True,False,True
ca59a8ee-f346-42dd-83bc-ddc7b9b0db60,2026-02-04 16:18:00,25225.27,SEK,SE8902YIDX90394480287854,GB28SAOO49113122720479,Sweden,Sundsvall,Sweden,Sundsvall,outgoing,Subscription fee,True,False,False,False,True,True
f1ad3d4a-f26f-45b0-8eba-d2a92ef941a6,2025-08-02 15:47:00,32956.7,SEK,SE8902LSMF61649784464385,GB67RFQV21345813003901,Sweden,Örnsköldsvik,Sweden,Piteå,incoming,,True,False,False,False,True,True
021217e6-b511-4251-8930-cfa49c792bc3,2026-01-16 01:50:00,12288.25,SEK,GB27FDZN07634902658656,SE8902CMZI16054617545068,Sweden,Helsingborg,Sweden,Karlskrona,incoming,Subscription fee,True,False,False,True,False,True
babd1b9d-c211-4d36-b2fa-b8fb6301b052,2025-06-06 21:18:00,2570.42,SEK,GB90CXUB29492842759643,SE8902BYTT19342387644139,Sweden,Uddevalla,Sweden,Trollhättan,outgoing,Payment for invoice #9364,True,False,False,True,False,True
afea1c55-5bc8-4184-89b1-18734e00334d,2025-06-15 06:27:00,427.47,USD,GB23IGEX24474004437493,SE8902OXYI49919117049780,Sierra Leone,Michaelfurt,Sweden,Lidingö,incoming,Insurance payout,True,False,False,True,False,True
ebb97f65-f4bd-4006-9d65-0d44d8b8de19,2025-08-04 16:00:00,29517.22,SEK,SE8902MXSC42813742323692,GB68YXZQ32478984999715,Sweden,Trollhättan,Sweden,Linköping,incoming,Subscription fee,True,False,False,False,True,True
